id,name,sort_name,email,twitter,facebook,group,group_id,area_id,area,chamber,term,start_date,end_date,image,gender
8a4af210-ad10-4e48-935d-c81f4415d480,ANA KOMPARIĆ DEVČIĆ,ANA KOMPARIĆ DEVČIĆ,,,,SDP,sdp,area/8th,8th,Sabor,8,,,http://www.sabor.hr/lgs.axd?t=16&id=44450,
05fd28ec-26a2-49e1-bfd5-535fac65798d,ANDRIJA MIKULIĆ,ANDRIJA MIKULIĆ,,,,HDZ,hdz,area/2nd,2nd,Sabor,8,,,http://www.sabor.hr/lgs.axd?t=16&id=44468,
1dd782d4-a4b9-41d4-9f65-524b47e0c37b,ANKA MRAK-TARITAŠ,ANKA MRAK-TARITAŠ,,,,HNS,hns,area/2nd,2nd,Sabor,8,,,http://www.sabor.hr/lgs.axd?t=16&id=44647,
c9f72f69-f607-4384-a67f-82f08a9b7686,ANTE SANADER,ANTE SANADER,,,,HDZ,hdz,area/9th,9th,Sabor,8,,,http://www.sabor.hr/lgs.axd?t=16&id=44486,
fe00c20d-b281-42d8-a088-4104de56f419,ANTE ŽUPAN,ANTE ŽUPAN,,,,HDZ,hdz,area/9th,9th,Sabor,8,2016-01-22,,http://www.sabor.hr/lgs.axd?t=16&id=44503,
07a569a1-7bdf-4694-b92f-052a65bf2087,ANTUN VIDAKOVIĆ,ANTUN VIDAKOVIĆ,,,,HDZ,hdz,area/6th,6th,Sabor,8,,,http://www.sabor.hr/lgs.axd?t=16&id=44574,
6880a7b8-d875-4d1c-83bd-aede50e188ba,ANĐELKO STRIČAK,ANĐELKO STRIČAK,,,,HDZ,hdz,area/3rd,3rd,Sabor,8,,,http://www.sabor.hr/lgs.axd?t=16&id=44493,
6a304134-0843-4115-89f7-461c442668d0,ARSEN BAUK,ARSEN BAUK,,,,SDP,sdp,area/10th,10th,Sabor,8,,,https://upload.wikimedia.org/wikipedia/commons/8/80/Arsen_Bauk.jpg,male
69195d8f-9f20-4ecc-b87f-ecb6dee80942,BLAŽENKO BOBAN,BLAŽENKO BOBAN,,,,HDZ,hdz,area/10th,10th,Sabor,8,,,http://www.sabor.hr/lgs.axd?t=16&id=44546,
5cfc0daf-6585-4789-b987-6b3dadd9be08,BORIS LALOVAC,BORIS LALOVAC,,,,SDP,sdp,area/6th,6th,Sabor,8,,,http://www.sabor.hr/lgs.axd?t=16&id=44558,
9c401840-738e-420c-9f1f-34ee40d28ca0,BORIS MILETIĆ,BORIS MILETIĆ,,,,IDS,ids,area/8th,8th,Sabor,8,,,,
073a77b4-82ff-402e-8c49-65cdf513ab63,BOŽICA MAKAR,BOŽICA MAKAR,,,,HNS,hns,area/3rd,3rd,Sabor,8,,,http://www.sabor.hr/lgs.axd?t=16&id=44462,
71ae5b55-3e5c-4c8d-b058-6e852b70f283,BOŽO LJUBIĆ,BOŽO LJUBIĆ,,,,HDZ,hdz,area/11th,11th,Sabor,8,,,http://www.sabor.hr/lgs.axd?t=16&id=44459,
2c4ecba7-baed-46b9-b8e3-d8618020d784,BRANIMIR GLAVAŠ,BRANIMIR GLAVAŠ,,,,HDSSB,hdssb,area/4th,4th,Sabor,8,,,http://www.sabor.hr/lgs.axd?t=16&id=44550,
a9c6a1ad-e085-4496-a8b7-8b340fc8a29d,BRANKO BAČIĆ,BRANKO BAČIĆ,,,,HDZ,hdz,area/10th,10th,Sabor,8,,,http://www.sabor.hr/lgs.axd?t=16&id=44416,
e8314715-b778-4885-95c7-922777d2fef2,BRANKO GRČIĆ,BRANKO GRČIĆ,,,,SDP,sdp,area/10th,10th,Sabor,8,,,http://www.sabor.hr/lgs.axd?t=16&id=44638,male
e8a01792-4541-4904-9243-2138b36ebbc3,BRANKO HRG,BRANKO HRG,,,,HSS,hss,area/2nd,2nd,Sabor,8,,,http://www.sabor.hr/lgs.axd?t=16&id=44441,
0d5e76df-2a16-41b2-b9dd-ffd2e6ed179a,DAMIR FELAK,DAMIR FELAK,,,,HDZ,hdz,area/2nd,2nd,Sabor,8,,,http://www.sabor.hr/lgs.axd?t=16&id=44432,
f887e063-3a6f-4e38-b34f-1eb517dd077a,DAMIR KRSTIČEVIĆ,DAMIR KRSTIČEVIĆ,,,,HDZ,hdz,area/10th,10th,Sabor,8,,,http://www.sabor.hr/lgs.axd?t=16&id=44456,
0626343e-7e63-45fa-8ee9-892703c89860,DAMIR MATELJAN,DAMIR MATELJAN,,,,SDP,sdp,area/7th,7th,Sabor,8,,,http://www.sabor.hr/lgs.axd?t=16&id=44466,
96fa9c0e-79e8-489a-9ea2-ebe6f5526136,DAMIR TOMIĆ,DAMIR TOMIĆ,,,,SDP,sdp,area/4th,4th,Sabor,8,,,http://www.sabor.hr/lgs.axd?t=16&id=44496,
f57c4c0e-af2f-4812-ac7f-e06853079811,DARINKO KOSOR,DARINKO KOSOR,,,,HSLS,hsls,area/1st,1st,Sabor,8,,,http://www.sabor.hr/lgs.axd?t=16&id=44556,
5a6fd4f5-238b-4eed-9f52-2da1d5d928fc,DARIO HREBAK,DARIO HREBAK,,,,HSLS,hsls,area/2nd,2nd,Sabor,8,,,http://www.sabor.hr/lgs.axd?t=16&id=44439,
87983b26-9436-4b6b-aea2-474eef473053,DARKO MILINOVIĆ,DARKO MILINOVIĆ,,,,HDZ,hdz,area/9th,9th,Sabor,8,,,http://www.sabor.hr/lgs.axd?t=16&id=44562,
581fb536-2868-4b16-9a15-9cc26e771efc,DARKO PARIĆ,DARKO PARIĆ,,,,SDP,sdp,area/10th,10th,Sabor,8,,,http://www.sabor.hr/lgs.axd?t=16&id=44472,
af00934f-2a62-4c46-8613-9674475fb1b8,DAVOR PENIĆ,DAVOR PENIĆ,,,,SDP,sdp,area/10th,10th,Sabor,8,,,http://www.sabor.hr/lgs.axd?t=16&id=44474,
2ef880f2-7fb7-4119-a81b-bab7512fea65,DAVOR VLAOVIĆ,DAVOR VLAOVIĆ,,,,HSS,hss,area/5th,5th,Sabor,8,2016-02-05,,http://www.sabor.hr/lgs.axd?t=16&id=44771,
3d122970-e8cf-4c55-9d6f-c8c58c3b6540,DAVORIN MLAKAR,DAVORIN MLAKAR,,,,HDZ,hdz,area/1st,1st,Sabor,8,,,http://www.sabor.hr/lgs.axd?t=16&id=44470,
d7852d23-1000-4933-9b76-736cc7d3a735,DOMAGOJ HAJDUKOVIĆ,DOMAGOJ HAJDUKOVIĆ,,,,SDP,sdp,area/4th,4th,Sabor,8,,,http://www.sabor.hr/lgs.axd?t=16&id=44666,
0b9a5601-cc05-437e-b86d-a9945e248a25,DOMAGOJ IVAN MILOŠEVIĆ,DOMAGOJ IVAN MILOŠEVIĆ,,,,HDZ,hdz,area/7th,7th,Sabor,8,,,http://www.sabor.hr/lgs.axd?t=16&id=44563,
37480ddf-6ff0-4dba-93c0-d55e8ec4a6c0,DRAGICA ZGREBEC,DRAGICA ZGREBEC,,,,SDP,sdp,area/3rd,3rd,Sabor,8,,,http://www.sabor.hr/lgs.axd?t=16&id=44502,
